Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1693:180
Coefficients for 360 degrees 
  Beginning: CT1692:000  1980:03:18_16h:12m:52s. 
  Centered:  CT1693:180  1980:04:01_07h:31m:04s. 
  End time:  CT1693:005  1980:04:14_13h:43m:45s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -10.61       0.00
  1   0     -23.32       0.00
  1   1     -57.55     -39.94
  2   0     -99.77       0.00
  2   1     -28.76     -43.33
  2   2       0.17      59.28
  3   0    -137.55       0.00
  3   1     -11.95      33.04
  3   2     -73.71       1.74
  3   3     139.22     -68.03
  4   0    -117.71       0.00
  4   1      11.55     179.16
  4   2     -18.88       7.93
  4   3      27.95    -109.64
  4   4      49.03      66.31
  5   0     266.38       0.00
  5   1      50.86       8.87
  5   2      46.25     -10.31
  5   3      46.20      81.56
  5   4    -246.72      94.13
  5   5     -79.19      20.21
  6   0     -11.81       0.00
  6   1     -81.76    -149.28
  6   2     -31.85       5.37
  6   3     -32.67      47.05
  6   4     -21.00     -51.27
  6   5      71.22      68.43
  6   6     -38.88    -156.94
  7   0    -189.35       0.00
  7   1     -24.02     -12.38
  7   2      -6.84     206.38
  7   3    -157.30       1.29
  7   4      81.10      40.31
  7   5    -203.31      19.42
  7   6     -81.44    -132.22
  7   7     198.38     321.23
  8   0       6.73       0.00
  8   1      53.71      39.80
  8   2      42.06     148.28
  8   3      59.81      33.31
  8   4      89.22      46.10
  8   5     -15.88      16.48
  8   6     112.18     -20.20
  8   7     190.06    -186.58
  8   8      93.38     -60.74
  9   0      96.51       0.00
  9   1      33.29      25.30
  9   2      89.13     -18.54
  9   3     134.87      -2.31
  9   4      64.95    -140.00
  9   5     155.59     -27.41
  9   6     216.37      11.70
  9   7     116.71     -27.23
  9   8    -167.77     102.40
  9   9    -143.33     183.38
 10   0      42.67       0.00
 10   1     -97.41      39.14
 10   2     100.20      40.74
 10   3      35.37      17.19
 10   4     -53.77      23.22
 10   5     -39.98     -93.13
 10   6    -100.91      15.35
 10   7    -154.86     -71.16
 10   8     236.28      41.96
 10   9      -9.90       6.90
 10  10      60.94    -121.50
 11   0     -16.71       0.00
 11   1      36.75       2.83
 11   2      -3.79      92.65
 11   3     -49.96      16.77
 11   4     -62.53      87.01
 11   5      10.28      73.03
 11   6    -153.37      21.58
 11   7    -115.48     -48.11
 11   8      54.89       3.64
 11   9    -389.87     246.16
 11  10      30.18    -248.15
 11  11     -46.62       3.16
 12   0     127.69       0.00
 12   1      21.02     -44.90
 12   2     -44.57     112.37
 12   3       8.26      21.80
 12   4     -51.99      59.45
 12   5     -20.41      17.70
 12   6      17.64     107.19
 12   7      43.05      57.40
 12   8      85.45      45.83
 12   9    -184.54     152.36
 12  10     146.78     182.08
 12  11     -65.73    -143.31
 12  12     377.06     180.80
 13   0     -26.73       0.00
 13   1     -31.50       1.37
 13   2     -24.37     100.99
 13   3      65.79      57.51
 13   4       5.47      69.46
 13   5     -63.88      19.73
 13   6      11.51      16.88
 13   7      87.37      82.39
 13   8       5.52       2.50
 13   9     128.72    -123.15
 13  10     162.83    -195.12
 13  11       1.42    -133.81
 13  12      43.14      -6.19
 13  13      14.90    -114.13
 14   0     115.35       0.00
 14   1      10.38      43.13
 14   2      71.45      46.82
 14   3       6.24      33.69
 14   4      40.64      -5.51
 14   5      39.31      78.13
 14   6      74.36    -100.41
 14   7      26.21       5.74
 14   8    -279.06     -49.98
 14   9     105.78    -107.35
 14  10      81.25     103.68
 14  11    -167.78    -247.34
 14  12     369.29      96.90
 14  13    -165.45      23.58
 14  14     -33.45     198.49
 15   0      66.45       0.00
 15   1      -2.09     -11.10
 15   2     122.50      36.78
 15   3     -23.91       8.53
 15   4      19.15     -83.34
 15   5      32.01       6.43
 15   6      62.63     -15.47
 15   7     -46.87     -84.81
 15   8      37.78     -63.47
 15   9     124.84      83.06
 15  10     -92.12      78.42
 15  11      82.13      67.21
 15  12     131.19      30.07
 15  13    -172.17      83.51
 15  14     -53.97      16.56
 15  15    -134.14      -6.81
 16   0     126.23       0.00
 16   1      -3.94     -48.15
 16   2      27.34      85.27
 16   3      44.77      18.31
 16   4     -28.94      48.00
 16   5     -69.09     -74.64
 16   6     -27.33      51.82
 16   7     -94.75      34.29
 16   8     148.21      14.50
 16   9      61.52     -31.37
 16  10    -135.24    -112.06
 16  11     -20.54     101.30
 16  12    -118.20      93.91
 16  13    -150.18     137.17
 16  14     -92.32     206.68
 16  15     -71.34    -207.97
 16  16      95.25      79.23
 17   0     -35.23       0.00
 17   1       5.65      10.86
 17   2     -52.82      85.90
 17   3      40.43      24.26
 17   4      -2.70     109.35
 17   5      38.38      38.46
 17   6     -60.34      37.79
 17   7      13.88      21.35
 17   8     -35.17     125.34
 17   9     -55.67     -34.35
 17  10     -13.07      93.70
 17  11     -28.12      43.03
 17  12       6.88      57.60
 17  13    -137.91      75.01
 17  14      94.77     -24.20
 17  15      20.90    -132.55
 17  16      50.49     -37.01
 17  17     117.12      43.01
 18   0     147.56       0.00
 18   1      22.03      43.89
 18   2      -1.79      42.91
 18   3      32.59      49.61
 18   4     -41.07      34.84
 18   5      39.89      77.89
 18   6      -5.61      39.47
 18   7      91.73      -0.95
 18   8      19.50      -1.94
 18   9     -68.41      76.24
 18  10      28.57      33.40
 18  11      69.35      82.25
 18  12     -29.24    -111.20
 18  13      79.75     -94.07
 18  14    -139.70     -25.52
 18  15      81.81    -252.89
 18  16      83.86     -82.63
 18  17     204.07      84.60
 18  18    -199.07       2.82
 19   0      33.82       0.00
 19   1     -26.29     -22.50
 19   2      35.51       2.55
 19   3      33.60      34.68
 19   4     -17.01      -0.38
 19   5     -46.41      12.69
 19   6      41.69      -0.81
 19   7      -1.33      45.07
 19   8      23.77     -82.54
 19   9     -57.77       3.02
 19  10      47.62     -86.84
 19  11     -11.09      16.37
 19  12     -93.32      -7.68
 19  13      20.38      -7.17
 19  14      17.18    -108.76
 19  15      76.43     157.58
 19  16     -18.03     -25.89
 19  17      14.06     132.19
 19  18    -151.68     -43.53
 19  19     -91.41     118.51
 20   0      54.04       0.00
 20   1      48.74     -32.05
 20   2       7.79     -16.23
 20   3      10.85      21.05
 20   4     -14.64      44.40
 20   5     -18.70       6.10
 20   6      25.71     -22.26
 20   7     -68.45      34.71
 20   8    -118.96      15.29
 20   9      37.85      -3.68
 20  10      32.93      50.10
 20  11     -63.98     -64.79
 20  12      -2.60       1.67
 20  13      44.32      43.93
 20  14      40.23      56.80
 20  15     -48.11     -35.55
 20  16     146.24     -28.67
 20  17     -11.51     211.22
 20  18    -170.33     -19.85
 20  19      56.72      58.21
 20  20      25.62     -85.94
 21   0      32.81       0.00
 21   1     -24.77     -11.78
 21   2     -15.61     -18.36
 21   3     -15.86      26.36
 21   4      19.76      37.57
 21   5      20.74      43.15
 21   6       1.36      23.76
 21   7     -15.45     -33.49
 21   8       2.72      35.67
 21   9      49.98      30.52
 21  10      -0.57      12.88
 21  11      23.42     -19.93
 21  12      23.89      15.40
 21  13      30.72     -18.34
 21  14     -38.92      43.15
 21  15     -11.94     -17.21
 21  16      11.64     -23.28
 21  17     -79.99      26.62
 21  18     -36.85      27.62
 21  19    -106.77     -79.47
 21  20     168.71    -183.76
 21  21      17.75      45.58
 22   0     -20.60       0.00
 22   1      30.68     -12.75
 22   2     -30.78     -35.60
 22   3      35.46      24.53
 22   4     -26.73      54.24
 22   5      -7.27      21.60
 22   6       1.98      39.37
 22   7       7.81       2.25
 22   8      70.01      -5.35
 22   9       5.92     -50.88
 22  10     -63.65     -62.37
 22  11      16.49       7.60
 22  12      -9.73      55.29
 22  13     -18.16     -40.68
 22  14      38.93      -2.69
 22  15     -20.22      28.98
 22  16     -35.17      22.53
 22  17     -35.43       2.82
 22  18     -43.20     -63.96
 22  19      82.66       6.97
 22  20      47.02    -103.33
 22  21      41.11      94.45
 22  22     -86.84      30.24
 23   0     -28.89       0.00
 23   1      -5.82      -5.58
 23   2     -30.05     -65.86
 23   3      40.07      16.04
 23   4     -11.91      40.71
 23   5      16.01      30.53
 23   6     -10.17       3.74
 23   7      22.39      44.58
 23   8     -21.46      -7.14
 23   9      10.25     -36.40
 23  10     -42.93      56.89
 23  11     -19.43     -11.79
 23  12      22.12      -1.83
 23  13     -44.23      37.91
 23  14       0.49     -30.61
 23  15     -20.85     -25.91
 23  16     -41.56      13.82
 23  17      26.67       7.65
 23  18     -16.73     -43.82
 23  19     -34.06       7.83
 23  20      92.76    -148.13
 23  21      69.91     125.21
 23  22     -29.19      12.91
 23  23     -42.72       9.82
 24   0    -113.89       0.00
 24   1      47.66      -9.47
 24   2     -39.53    -116.37
 24   3       5.75      12.52
 24   4     -31.46      42.95
 24   5     -11.98      45.34
 24   6       6.71       7.68
 24   7       2.33      22.95
 24   8     -20.18       1.84
