Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2088:180
Coefficients for 360 degrees 
  Beginning: CT2087:000  2009:09:16_09h:40m:46s. 
  Centered:  CT2088:180  2009:09:30_00h:58m:57s. 
  End time:  CT2088:005  2009:10:13_07h:11m:38s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -5.60       0.00
  1   0     -72.26       0.00
  1   1      -3.22      -1.98
  2   0     -22.17       0.00
  2   1      -0.43       4.16
  2   2      -4.95       3.80
  3   0    -114.53       0.00
  3   1      -0.37       4.01
  3   2      12.49      -7.94
  3   3      10.29       5.79
  4   0     -17.44       0.00
  4   1      10.64     -14.60
  4   2      -6.48       3.41
  4   3     -10.37      -1.75
  4   4     -14.13      -7.25
  5   0     -84.09       0.00
  5   1       3.98      -6.07
  5   2     -14.65      18.11
  5   3      13.63       7.38
  5   4       8.84       6.95
  5   5       6.11      17.22
  6   0      -6.09       0.00
  6   1      30.90      -8.95
  6   2      23.56     -17.36
  6   3       3.25       3.00
  6   4     -26.36     -32.71
  6   5      -6.49     -13.34
  6   6      11.74     -20.73
  7   0      -1.12       0.00
  7   1     -27.53     -18.59
  7   2       1.57       5.36
  7   3     -24.27     -12.35
  7   4      -2.45      10.08
  7   5       2.96      39.68
  7   6       2.05       5.71
  7   7      -2.57       3.01
  8   0      -7.43       0.00
  8   1      13.27      -8.58
  8   2      22.44       3.12
  8   3       9.18       8.84
  8   4      21.24      -3.05
  8   5       0.37       4.54
  8   6      13.51     -39.12
  8   7       6.82     -10.40
  8   8      17.03       3.73
  9   0      47.56       0.00
  9   1       0.06      -5.09
  9   2      -6.26       0.55
  9   3     -27.37      -3.59
  9   4      -5.08       3.28
  9   5      -5.31      -7.18
  9   6      -2.18      16.85
  9   7     -19.34      18.62
  9   8      -1.83       8.59
  9   9      -9.74      -0.61
 10   0      11.74       0.00
 10   1      10.61     -13.20
 10   2      18.73      10.29
 10   3       7.80      28.11
 10   4      25.46      12.35
 10   5      12.66       2.09
 10   6       5.47      -3.17
 10   7      17.64     -14.05
 10   8      34.54       4.98
 10   9      15.37      -9.33
 10  10       3.99       3.48
 11   0      79.05       0.00
 11   1       7.86      -2.19
 11   2      -2.21      22.18
 11   3     -10.14     -12.64
 11   4      -9.21     -14.07
 11   5       4.21     -16.21
 11   6      -6.24      -3.43
 11   7      15.41      -3.45
 11   8      -8.88      -0.04
 11   9     -18.29     -18.19
 11  10     -13.12      -5.51
 11  11       4.08      -5.30
 12   0      36.65       0.00
 12   1      11.74      -3.53
