Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2084:180
Coefficients for 360 degrees 
  Beginning: CT2083:000  2009:05:30_07h:15m:16s. 
  Centered:  CT2084:180  2009:06:12_22h:33m:27s. 
  End time:  CT2084:005  2009:06:26_04h:46m:08s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.70       0.00
  1   0     -73.76       0.00
  1   1      -6.96      -1.14
  2   0      11.22       0.00
  2   1      -2.63      -0.47
  2   2      -1.20      -2.06
  3   0    -117.72       0.00
  3   1       3.19      -4.72
  3   2      15.37      -6.81
  3   3     -10.99       8.35
  4   0       8.49       0.00
  4   1       1.41       1.12
  4   2       7.80      -0.81
  4   3      -7.18      -3.97
  4   4      19.31       4.84
  5   0     -81.73       0.00
  5   1      12.51     -14.27
  5   2      -0.05       7.10
  5   3       0.32       5.63
  5   4      14.35      -1.34
  5   5     -19.23      -1.68
  6   0       4.99       0.00
  6   1      -8.50       4.38
  6   2      -5.30     -16.51
  6   3      -2.48      -1.89
  6   4      18.70       0.88
  6   5      -4.26     -13.43
  6   6      -5.67      -8.82
  7   0      -5.96       0.00
  7   1       4.81     -11.16
  7   2      21.76     -15.83
  7   3       3.44     -12.90
  7   4     -20.23       4.48
  7   5      -1.15      -7.89
  7   6       1.53       0.17
  7   7     -31.68       0.23
  8   0      -0.52       0.00
  8   1     -14.59       5.14
  8   2       2.39     -18.48
  8   3       0.38      10.79
  8   4     -18.03      -7.74
  8   5       3.20       3.78
  8   6       4.43      10.09
  8   7     -18.49      -8.06
  8   8      -4.25      25.91
  9   0      48.96       0.00
  9   1       9.83     -11.68
  9   2      15.54     -22.19
  9   3      -2.73      21.71
  9   4      -6.56      -9.97
  9   5       9.37       3.27
  9   6       0.17      -4.92
  9   7     -20.60      -7.82
  9   8      13.24       1.44
  9   9      -1.44       0.57
 10   0     -10.67       0.00
 10   1       1.01      -2.06
 10   2      -9.78     -23.39
 10   3     -13.06      -0.64
 10   4       6.00      -7.38
 10   5       4.73      -3.70
 10   6       3.62     -10.92
 10   7      -2.76      -5.00
 10   8      -3.75      10.26
 10   9      19.29       5.88
 10  10      21.40     -10.55
 11   0      88.17       0.00
 11   1       1.07      -6.56
 11   2      12.74      -8.95
 11   3      -1.96       7.98
 11   4      21.88       7.61
 11   5     -12.09       3.05
 11   6       7.40       0.59
 11   7      11.72       0.14
 11   8      -4.19       7.94
 11   9      14.21       8.18
 11  10      30.55      -8.89
 11  11     -13.44      12.40
 12   0      -9.10       0.00
 12   1      -5.22       5.53
 12   2      -5.84     -22.73
 12   3     -19.09       2.22
 12   4      -3.15       3.43
 12   5     -11.23      -7.50
 12   6      -1.44      -0.75
 12   7       5.42       2.50
 12   8      -5.63      -0.90
 12   9      -3.11      -2.41
 12  10       7.92     -17.75
 12  11     -22.48     -11.94
 12  12     -10.33      -9.73
 13   0     123.56       0.00
 13   1       2.72      -3.92
 13   2      16.55     -20.28
 13   3       7.48       6.87
 13   4       3.23      13.14
 13   5       7.22      -5.83
 13   6       1.14      -2.82
 13   7      -9.20      -0.10
 13   8       2.13     -16.29
 13   9      -0.95       5.12
 13  10      12.38       0.27
 13  11      -7.74     -14.33
 13  12       4.99       3.03
 13  13      -5.76      -2.33
 14   0      -9.60       0.00
 14   1       2.03      -3.62
 14   2       5.26     -15.52
 14   3      -6.88       2.76
 14   4      -2.66       3.04
 14   5       9.90       4.50
 14   6      -0.85      11.62
 14   7     -10.90       0.62
 14   8       3.03       0.25
 14   9     -14.93       0.36
 14  10      -1.43      16.83
 14  11      -4.89      -2.06
 14  12      -5.85     -13.04
 14  13     -25.42      28.32
 14  14      21.68      14.29
 15   0     150.22       0.00
 15   1      -1.06       4.32
 15   2      15.86      -9.43
 15   3      -7.51      14.12
 15   4      16.95       8.11
 15   5      15.83       0.41
 15   6      -5.14       3.72
 15   7      -1.98      -7.37
 15   8      -3.50       9.50
 15   9      -4.02      -8.11
 15  10      -8.71      16.52
 15  11      19.30      -0.74
 15  12     -13.67      -2.07
 15  13     -27.86      20.22
 15  14      15.91      14.09
 15  15       1.30     -12.63
 16   0     -18.53       0.00
 16   1       0.40      -0.09
 16   2     -10.96     -20.16
 16   3     -14.05       7.39
 16   4       1.17      -5.80
 16   5       0.23      -1.99
 16   6       5.98      -8.37
 16   7      -1.48      -0.98
 16   8       5.97       6.18
 16   9      -1.21      -2.43
 16  10      -2.96      10.48
 16  11       7.47      -5.86
 16  12     -10.79       1.26
 16  13      -5.08      20.03
 16  14      42.86      18.22
 16  15       9.22      -6.71
 16  16      14.94      -6.30
 17   0     154.19       0.00
 17   1      -3.84       6.58
 17   2       7.07     -10.79
 17   3       8.02       8.21
 17   4      15.73       6.48
 17   5       1.66      -5.52
 17   6      -5.28       0.82
 17   7       8.86      -3.62
 17   8      -1.74      -4.56
 17   9       1.62      -2.03
 17  10       6.86      -6.44
 17  11       0.10       3.96
 17  12      -6.67      11.24
 17  13       4.87       4.15
 17  14       9.03      12.77
 17  15      13.16      -7.96
 17  16       3.76     -11.70
 17  17      -2.12      -1.37
 18   0     -13.57       0.00
 18   1       7.45      -0.80
 18   2       2.05      -6.75
 18   3     -15.92       1.55
 18   4      -4.09       1.27
 18   5      -1.56      -4.85
 18   6      -3.72      12.39
 18   7       0.58       4.30
 18   8       1.86      -3.33
 18   9      -4.54      -1.64
 18  10      -4.23       1.21
 18  11      -3.34       6.97
 18  12      -6.45      -5.43
 18  13       4.54      -7.69
 18  14      -9.73       8.04
 18  15       0.40      -4.14
 18  16      22.22     -10.97
 18  17     -35.01     -20.01
 18  18      -7.40       5.94
 19   0     116.27       0.00
 19   1     -11.41      14.22
 19   2       7.94      -5.47
 19   3      -3.31      14.28
 19   4      11.84      12.99
 19   5       7.41       1.54
 19   6      -4.06       3.21
 19   7       1.74      -9.41
 19   8      -2.33      -3.18
 19   9      -6.71      -7.37
 19  10      -0.35      -3.83
 19  11      -5.91       1.27
 19  12      -0.78       4.78
 19  13       8.02      -8.60
 19  14     -11.33      -9.67
 19  15      12.05      13.79
 19  16      14.56     -19.76
 19  17     -24.41     -22.22
 19  18      -9.84      16.73
 19  19       4.42      -6.25
 20   0      -6.69       0.00
 20   1      10.63      -6.44
 20   2      -0.45      -3.42
 20   3     -14.37       3.85
 20   4      -4.96      -0.82
 20   5       3.88       1.96
 20   6       2.75      -0.20
 20   7      -6.46       0.81
 20   8       5.60       2.41
 20   9      -3.82      -2.26
 20  10      -0.21       6.99
 20  11      -2.45       3.40
 20  12       3.07      -7.94
 20  13       1.53       2.44
 20  14     -12.36       2.63
 20  15       1.88       1.45
 20  16      -1.14      -3.90
 20  17     -20.66     -17.60
 20  18     -15.01      23.37
 20  19      -0.61       8.82
 20  20       9.68       2.50
 21   0      33.31       0.00
 21   1      -9.28      18.18
 21   2      -4.62       5.98
 21   3       1.81      10.88
 21   4      23.89      13.02
 21   5      13.81      -4.84
 21   6      -5.95       2.76
 21   7       2.92      -6.66
 21   8      -1.99       6.41
 21   9      -0.29      -0.65
 21  10      -2.69       3.77
 21  11      -0.57       6.53
 21  12       4.97       0.67
 21  13      -4.12       7.73
 21  14       0.36       0.77
 21  15       1.89       8.29
 21  16       0.77       0.17
 21  17     -12.81      -3.79
 21  18     -20.33      13.54
 21  19       1.35      17.54
 21  20       7.84       9.79
 21  21       5.29      -0.12
 22   0       1.92       0.00
 22   1       9.43      -3.28
 22   2       3.21      14.56
 22   3      -9.93       4.42
 22   4       0.77      -0.59
 22   5       1.11      -4.00
 22   6       0.14       5.19
 22   7      -1.49       2.39
 22   8       5.32      -0.06
 22   9       3.86       0.07
 22  10      -2.96       3.11
 22  11       1.50       0.34
 22  12       0.95      -4.83
 22  13      -2.04       4.16
 22  14       6.83      -4.64
 22  15      -2.30      -0.60
 22  16      -6.26       3.89
 22  17      10.57       6.36
 22  18      -4.38       7.48
 22  19       6.45      14.32
 22  20      22.94      17.66
 22  21      17.34     -20.04
 22  22       3.54      -7.27
 23   0     -80.62       0.00
 23   1     -12.73      19.70
 23   2     -15.92      15.15
 23   3       0.05       5.00
 23   4      19.66      13.33
 23   5      10.00      -3.34
 23   6      -7.50       1.85
 23   7       6.84      -6.44
 23   8      -2.39      -4.47
 23   9      -3.84      -7.51
 23  10       3.35      -6.81
 23  11       2.68      -0.75
 23  12      -0.00       1.60
 23  13       2.92      -1.54
 23  14       6.92       1.14
 23  15       5.24      -1.31
 23  16      -4.45       0.11
 23  17       8.86       6.33
 23  18       0.53      -2.23
 23  19      -1.53       7.38
 23  20      17.07      15.16
 23  21      21.86     -11.83
 23  22     -12.83     -16.63
 23  23       0.62       4.59
 24   0      13.05       0.00
 24   1       9.64      -4.27
 24   2       4.74      26.90
 24   3      -4.54       0.11
 24   4      -5.85      -1.41
 24   5       2.26      -1.45
 24   6       1.32       5.89
 24   7      -2.25       2.30
 24   8       4.01      -1.62
 24   9      -2.36      -1.14
 24  10       0.81      -1.30
 24  11      -0.93       3.71
 24  12      -3.11       0.73
 24  13       3.73      -6.99
 24  14       0.43      -0.92
 24  15      -2.79      -2.94
 24  16       5.58      -0.69
 24  17       5.11       4.18
 24  18      -0.88      -9.79
 24  19      -2.32       1.73
 24  20      10.56       8.30
