Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1924:180
Coefficients for 360 degrees 
  Beginning: CT1923:000  1997:06:18_06h:15m:22s. 
  Centered:  CT1924:180  1997:07:01_21h:33m:33s. 
  End time:  CT1924:005  1997:07:15_03h:46m:14s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      29.40       0.00
  1   0     141.52       0.00
  1   1       1.39       2.61
  2   0      29.70       0.00
  2   1       8.18      -8.74
  2   2       6.21      12.19
  3   0     212.16       0.00
  3   1      -1.77     -11.65
  3   2      -3.93      -5.75
  3   3      17.86     -36.11
  4   0      11.21       0.00
  4   1      12.49       3.68
  4   2     -17.19       1.15
  4   3      -8.85     -13.91
  4   4      -4.41      -6.19
  5   0     126.76       0.00
  5   1       3.67     -19.74
  5   2     -26.01       2.63
  5   3      13.75     -11.35
  5   4     -16.90      26.22
  5   5      45.04     -27.33
  6   0       8.77       0.00
  6   1      -5.98      16.16
  6   2      10.34     -23.00
  6   3       6.18       6.41
  6   4     -47.19       5.37
  6   5       7.73     -20.57
  6   6      -7.35      27.72
  7   0       9.67       0.00
  7   1     -13.24     -22.29
  7   2      13.26       4.04
  7   3      -7.56      26.69
  7   4      -4.39      -1.84
  7   5      16.44     -24.21
  7   6     -26.49      40.49
  7   7      27.62       9.15
  8   0       5.04       0.00
  8   1      27.16       7.62
  8   2      39.16      -0.45
  8   3      29.88       9.62
  8   4      21.89     -21.71
  8   5       4.87       4.20
  8   6      -1.08      11.32
  8   7      34.46       5.79
  8   8     -16.29      -3.12
  9   0     -87.61       0.00
  9   1      -4.67     -27.74
  9   2       9.60       3.11
  9   3     -22.02      -8.26
  9   4      11.29     -21.83
  9   5     -22.74       2.31
  9   6       0.37     -15.43
  9   7      12.76     -29.05
  9   8     -39.12       5.64
  9   9      21.02      33.77
 10   0     -28.54       0.00
 10   1       6.60      -2.47
 10   2      12.55      -3.38
 10   3      21.24      -4.31
 10   4       7.09      -2.98
 10   5      -3.22      13.66
 10   6      15.32      -2.01
 10   7       8.77     -18.23
 10   8     -34.87      -8.99
 10   9      -9.80      19.16
 10  10      -1.17     -14.73
 11   0    -143.64       0.00
 11   1       4.99      -4.46
 11   2      -4.24     -12.02
 11   3       2.71       8.62
 11   4      -4.85       8.73
 11   5      -7.58      -9.64
 11   6      27.36      -2.05
 11   7      -5.81       8.90
 11   8      -4.94      -7.01
 11   9      45.65      16.68
 11  10      -9.89      13.02
 11  11     -14.61      20.38
 12   0     -26.31       0.00
 12   1      -9.48       6.34
 12   2      18.10     -18.14
 12   3       9.50       0.65
 12   4     -16.35     -29.89
 12   5      21.42      10.24
 12   6     -14.48     -12.32
 12   7       0.69      -4.32
 12   8       5.61       9.26
 12   9      -0.77      -0.58
 12  10     -25.38     -39.93
 12  11       3.20       9.27
 12  12      -8.21      20.64
 13   0    -225.11       0.00
 13   1      -3.01      -4.11
 13   2       7.93      11.39
 13   3     -23.68       9.09
 13   4      12.76       4.91
 13   5      29.64      -2.46
 13   6     -16.25      -1.59
 13   7      -5.39       7.52
 13   8      12.79      16.85
 13   9      23.21      -6.01
 13  10      21.73       2.64
 13  11      21.12      23.30
 13  12      12.07     -25.83
 13  13     -13.58     -13.71
 14   0     -48.95       0.00
 14   1      13.64       4.90
 14   2      27.96      -5.38
 14   3      27.86       4.50
 14   4      -3.14     -17.64
 14   5      -1.17       8.10
 14   6     -23.92       0.84
 14   7      -5.50      16.42
 14   8       3.77      -1.30
 14   9      16.28      -5.92
 14  10     -32.24       0.70
 14  11      26.78     -13.79
 14  12      23.75       7.33
 14  13     -34.59       6.79
 14  14     -21.66      -6.05
 15   0    -270.45       0.00
 15   1      -5.18      -1.83
 15   2       8.01       2.01
 15   3     -13.50       0.77
 15   4      -9.87      -6.42
 15   5      -2.41     -10.32
 15   6       2.78       3.46
 15   7      -5.66      11.42
 15   8       1.61     -16.10
 15   9       4.83      -0.04
 15  10      -0.87       5.40
 15  11       0.24      11.44
 15  12      12.65     -16.72
 15  13       6.44      -9.33
 15  14      -4.75       4.61
 15  15      -1.68      -5.90
 16   0     -44.90       0.00
 16   1      -6.68      -7.06
 16   2      11.60      -6.32
 16   3      27.17      -1.89
 16   4      -1.45     -16.89
 16   5       0.60       0.13
