Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1899:180
Coefficients for 360 degrees 
  Beginning: CT1898:000  1995:08:06_09h:06m:00s. 
  Centered:  CT1899:180  1995:08:20_00h:24m:11s. 
  End time:  CT1899:005  1995:09:02_06h:36m:52s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       7.23       0.00
  1   0     163.27       0.00
  1   1       9.90      -8.71
  2   0       1.12       0.00
  2   1     -13.71      -7.20
  2   2      -1.78     -19.50
  3   0     232.59       0.00
  3   1      -4.46     -14.45
  3   2      41.51       0.02
  3   3      -2.45       8.41
  4   0      24.37       0.00
  4   1     -10.88      11.73
  4   2     -20.53      28.27
  4   3      12.55      -2.97
  4   4      41.75      42.96
  5   0     121.08       0.00
  5   1      -5.84       6.40
  5   2     -31.87     -11.29
  5   3      -3.64      18.04
  5   4     -15.29      10.89
  5   5       5.12      -2.97
  6   0      -3.56       0.00
  6   1       7.01     -31.55
  6   2      17.14     -11.87
  6   3      -2.55       2.19
  6   4     -13.94     -15.39
  6   5     -16.39      15.06
  6   6     -17.33      14.08
  7   0      -7.69       0.00
  7   1      -4.78      -8.90
  7   2      12.73      43.66
  7   3     -10.32     -15.60
  7   4       2.67     -19.19
  7   5      16.43       7.70
  7   6     -46.46      -4.45
  7   7      33.67     -52.05
  8   0      -1.38       0.00
  8   1       4.79       5.20
  8   2     -33.69     -15.79
  8   3       6.98      28.63
  8   4       2.97       9.89
  8   5      21.32      13.06
  8   6       2.93      12.38
  8   7       8.56     -38.68
  8   8       0.42     -13.70
  9   0     -80.44       0.00
  9   1       7.01      10.62
  9   2      34.37      18.97
  9   3     -20.03      37.36
  9   4      -3.27       6.58
  9   5       6.31     -10.85
  9   6      47.97      11.21
  9   7     -20.00       7.79
  9   8      37.96       8.39
  9   9      44.09      53.38
 10   0      -6.98       0.00
 10   1      -7.75      -7.80
 10   2     -23.70     -11.21
 10   3      44.89      -1.12
 10   4      -7.29      10.57
 10   5     -24.65     -13.84
 10   6       8.22       8.14
 10   7      -9.56       6.29
 10   8     -14.42      -7.97
 10   9      10.89      28.40
 10  10       9.00     -10.95
 11   0    -153.02       0.00
 11   1      -7.31     -14.59
 11   2     -20.55      21.83
 11   3      -6.16       7.91
 11   4       8.11     -28.65
 11   5      12.97      43.22
 11   6      -5.70     -10.00
 11   7      14.97       9.78
 11   8     -32.63      -9.92
 11   9     -25.41     -23.73
 11  10      -7.89      -9.73
 11  11       0.01      85.35
 12   0      -8.57       0.00
 12   1       8.97      -7.23
 12   2       2.00      -4.28
 12   3       8.35      -8.05
 12   4       5.64       6.57
 12   5      18.72      30.24
 12   6     -11.26      -1.26
 12   7      36.34      -3.83
 12   8       0.91      13.22
 12   9     -13.56     -33.31
 12  10       1.97      -8.41
 12  11       5.60      19.98
 12  12      33.93      40.64
 13   0    -231.33       0.00
 13   1       6.23       7.56
 13   2      20.25      28.54
 13   3     -17.09       3.89
 13   4      -1.32      -9.65
 13   5      -6.78       5.87
 13   6      -1.26      16.52
 13   7      -0.05     -27.33
 13   8      21.41     -13.33
 13   9       2.23      32.16
 13  10     -10.17       5.61
 13  11      36.20     -38.44
 13  12      10.46      45.86
 13  13     -62.42       9.15
 14   0     -19.58       0.00
 14   1     -11.72       4.16
 14   2     -18.69     -12.15
 14   3      38.19      20.31
 14   4     -12.08      11.64
 14   5       8.50     -20.07
 14   6      -3.66      16.02
 14   7     -46.26      -9.36
 14   8      13.37     -19.69
 14   9       6.79       2.61
 14  10      -1.03      18.29
 14  11      -0.77     -20.64
 14  12     -16.79     -16.83
 14  13     -10.06       1.90
