Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2073:180
Coefficients for 360 degrees 
  Beginning: CT2072:000  2008:08:03_06h:35m:09s. 
  Centered:  CT2073:180  2008:08:16_21h:53m:20s. 
  End time:  CT2073:005  2008:08:30_04h:06m:01s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -5.30       0.00
  1   0     -80.82       0.00
  1   1      -8.14       3.87
  2   0     -16.59       0.00
  2   1      -0.53       1.79
  2   2       7.04      18.24
  3   0    -133.00       0.00
  3   1      10.16       3.87
  3   2       3.53      -3.45
  3   3      12.86      -6.11
  4   0     -41.86       0.00
  4   1       3.62      24.42
  4   2     -19.22       6.23
  4   3      -7.19       4.19
  4   4      -4.88      -1.25
  5   0     -79.22       0.00
  5   1     -14.17       2.02
  5   2       7.34      10.77
  5   3       1.61      -1.55
  5   4      -1.95       6.96
  5   5      -6.08     -12.55
  6   0     -20.81       0.00
  6   1      28.41      22.69
  6   2      -9.90      17.63
  6   3      -1.10      14.95
  6   4     -11.59       3.75
  6   5      10.80      -2.94
  6   6       3.73       2.95
  7   0      -1.80       0.00
  7   1     -16.16       4.57
  7   2       8.04       3.22
  7   3     -13.62      16.31
  7   4      -4.08      -9.36
  7   5       9.51       1.78
  7   6      -5.73      10.23
  7   7      -5.52      -2.62
  8   0      13.04       0.00
  8   1       1.88      14.57
  8   2       1.65      10.13
  8   3     -16.99      -3.38
  8   4      12.49      -0.46
  8   5      -8.86       1.77
  8   6       4.23     -10.14
  8   7       6.15       6.53
  8   8      -9.72      10.64
  9   0      49.37       0.00
  9   1      -6.17       3.81
  9   2       9.32       1.78
  9   3      -2.11     -14.07
  9   4     -12.99       7.95
  9   5      -3.58      -6.73
  9   6       4.57     -13.58
  9   7      -4.95       7.77
  9   8      -2.08      -1.05
  9   9       8.98       6.72
 10   0      16.76       0.00
 10   1       6.87      19.34
 10   2      -4.48       1.37
 10   3      -8.85       7.46
 10   4      -6.72       3.00
 10   5      14.77      -2.42
 10   6       8.11       4.88
 10   7     -15.26      -6.81
 10   8       8.37       4.44
 10   9      -8.18       5.52
 10  10      -4.67      -7.75
 11   0      87.60       0.00
 11   1      -6.70       1.12
 11   2      11.61      -8.24
 11   3      -8.87      -2.57
 11   4      -4.48     -10.13
 11   5      -1.49      11.30
 11   6       1.70      -0.94
 11   7      -1.25       4.96
 11   8      -4.98       3.19
 11   9      -2.23      -2.75
 11  10     -14.09      -0.76
 11  11      -6.46      -9.19
 12   0      28.70       0.00
 12   1       7.32       3.40
 12   2      -7.40       5.82
 12   3      -9.48      11.32
 12   4       7.70      15.02
 12   5       2.70      -7.03
 12   6       8.94       3.77
 12   7       1.41       7.63
 12   8     -11.41       0.28
 12   9      -4.22       0.60
 12  10      -9.29       5.20
 12  11       6.93      -2.32
 12  12       1.54      -5.62
 13   0     133.60       0.00
 13   1      -1.87       1.35
 13   2      10.59       3.60
 13   3      -4.29      11.25
 13   4      -8.91      -2.09
 13   5      -1.53       9.02
 13   6      -5.33       1.47
 13   7      -0.02       0.62
 13   8      -1.56       0.83
 13   9       0.86       9.25
 13  10      -2.11       3.96
 13  11       8.50      -5.27
 13  12       2.92       4.67
 13  13      -2.72       2.26
 14   0      43.26       0.00
 14   1       0.80       7.39
 14   2      -2.34       7.81
 14   3      -7.92      10.41
 14   4       3.33       5.03
 14   5       3.30      -8.13
 14   6      -3.22       9.28
 14   7       5.97       6.67
 14   8      -0.81       3.62
 14   9       2.47       0.67
 14  10      -0.53       1.26
 14  11       2.89      -6.93
 14  12       7.63       1.19
 14  13      -0.62      -2.88
 14  14      12.59       5.59
 15   0     172.19       0.00
 15   1       0.64       0.13
 15   2       9.51      -2.64
 15   3      -7.17       0.19
 15   4      -4.13       2.01
 15   5      -3.74       8.84
 15   6      -1.90      -0.38
 15   7      -3.92       1.20
 15   8      -2.72       3.34
 15   9       3.30       1.71
 15  10      -4.39       9.27
 15  11       3.59      -2.11
 15  12       6.21       5.94
 15  13       9.11       1.40
 15  14      -0.66       2.32
 15  15      -8.31      -7.88
 16   0      45.68       0.00
 16   1      -3.30     -13.33
 16   2      -3.28       6.62
 16   3     -13.31       9.68
 16   4       8.23      11.45
 16   5       8.69      -6.43
 16   6       4.54       5.34
 16   7       4.15       7.16
 16   8      -8.07       2.72
 16   9      11.43       3.80
 16  10       3.78       1.46
 16  11       0.26      -3.91
 16  12       6.72      -4.14
 16  13       1.21      -8.81
 16  14       1.27       1.60
 16  15      -1.69       3.17
 16  16       2.72      -4.09
 17   0     161.04       0.00
 17   1       8.27      -4.13
 17   2       6.01       3.80
 17   3      -9.12      -3.98
 17   4      -9.89      -5.46
 17   5      -2.73       9.52
 17   6      -3.29       2.55
 17   7      -3.50      -1.27
 17   8      -0.38      -2.44
 17   9       1.29      -0.73
 17  10      -2.24       7.67
 17  11      -0.45      -5.85
 17  12       1.41      -0.33
 17  13      -1.28      -3.54
 17  14       2.91      -0.90
 17  15      -1.72       5.07
 17  16      -5.63      -2.93
 17  17       4.29       1.96
 18   0      33.56       0.00
 18   1     -13.64     -15.85
 18   2      -4.86       6.34
 18   3     -11.97       9.63
 18   4       6.88      15.71
 18   5       2.16      -8.52
 18   6       4.90       6.24
 18   7       7.30       6.67
 18   8      -5.60       2.58
 18   9       3.65       0.26
 18  10       3.32      -0.05
 18  11      -1.34       0.43
 18  12       1.12       0.75
 18  13       1.93       4.45
 18  14      -2.28      -2.45
 18  15      -0.51      -0.88
 18  16      -7.21      -7.32
 18  17      -3.08      -4.99
 18  18      -0.91       2.31
 19   0     120.84       0.00
 19   1      12.92      -2.57
 19   2       3.31      -1.68
 19   3      -6.58       4.13
 19   4      -6.97      -2.68
 19   5      -4.20      11.92
 19   6       0.03      -0.97
 19   7      -1.07      -2.82
 19   8      -1.42       2.08
 19   9      -1.63      -3.79
